,px,timestamp
37646,1.0,1715876916
57600,1.0,1716422398
57749,1.0060365543242533,1716423409
57768,1.0931754918914125,1716423482
57836,1.0237805299050697,1716423831
57851,1.0194326098599595,1716423888
57860,1.0023149966744942,1716423916
57958,1.0024206584893471,1716424556
58057,1.005810632925863,1716425724
58092,1.005987615437317,1716425889
58117,1.0060166131503312,1716426029
58147,1.0089360468224546,1716426204
58200,1.008841715666926,1716426536
58204,1.0085634928464415,1716426550
58243,1.008539363872601,1716426887
58273,1.0085065274362082,1716427024
58646,1.0067747325982714,1716430969
58651,1.0070988433167023,1716431028
58682,1.0061779264038047,1716431204
58687,1.0056259824458968,1716431254
58700,1.0056011917166037,1716431347
58712,1.0055756219238596,1716431447
58713,1.0055480389535314,1716431448
58759,1.0055499551567706,1716431761
58913,1.004260688580262,1716433651
58936,1.0024410714308445,1716433906
58954,1.0027067801119862,1716433998
58974,1.0025375793488924,1716434108
59036,1.0028264085921257,1716434694
59046,1.0031961797429032,1716434779
59063,1.003142109514111,1716435005
59077,1.003007998375502,1716435131
59089,1.0030185732349324,1716435210
59192,1.0030188014363175,1716436844
59249,1.0030187056675384,1716437984
59276,1.0030712255491334,1716439080
59314,1.0030720826000457,1716439696
59336,1.0030720836668645,1716440115
59372,1.0030720848775347,1716441013
59467,1.0030657775310956,1716443004
59469,1.0030626847856812,1716443036
59472,1.0030619610534786,1716443082
59485,1.0030621909084991,1716443122
59527,1.0030641526534336,1716444487
59569,1.0030277781979666,1716445345
59727,1.003027801782868,1716448460
59784,1.0030278018803565,1716449155
59805,1.0030146944137852,1716449469
59907,1.003013382562106,1716450729
60271,1.002962030869005,1716458756
60275,1.0029085517595677,1716458820
60387,0.9961241388680134,1716461367
60444,0.9962030160977711,1716462079
60551,0.9961713890819197,1716464506
60686,0.9960326596287459,1716467777
60729,0.9960331166812408,1716468463
60734,0.9961718322928116,1716468530
60747,1.0030679156499405,1716469051
60786,1.0025007817810383,1716469657
60870,1.0025010327631776,1716472750
60884,1.0025700206461612,1716472847
61183,1.0025520601682592,1716483415
61305,1.0027255012204668,1716487364
61577,1.002741556690124,1716496473
61639,1.0027415573549352,1716497631
61672,1.0027415591396711,1716497894
61718,1.0027415591575186,1716498345
61729,1.002745265927212,1716498583
61738,1.002746906514381,1716498662
61743,1.0027469065322285,1716498782
61745,1.0027558302557928,1716498793
61753,1.0027558302736066,1716498883
61813,1.0026737719580998,1716499870
61949,1.0024598963205307,1716502286
61950,1.002229044513657,1716502316
61951,1.0021367261183427,1716502388
62035,1.0021244647109242,1716504372
62167,1.00213669313173,1716508740
62175,1.00213669313173,1716508787
