,px,timestamp
52846,1.0,1716326890
57600,1.0,1716422398
57603,0.11762390849692025,1716422411
57613,0.11762375000911701,1716422545
57615,0.1176236161866018,1716422574
57616,0.11762273415964616,1716422595
57626,0.11762268890726246,1716422702
57641,0.11762252956540256,1716422854
57642,0.11762151579378978,1716422866
57646,0.117615758709323,1716422913
57670,0.11759859863468067,1716423116
57679,0.11773931522685223,1716423154
57706,0.11792594109417548,1716423258
57711,0.11792601414358066,1716423286
57712,0.11792727285957591,1716423290
57806,0.11812481017704143,1716423674
57822,0.11811110913083041,1716423732
57906,0.1181214913471596,1716424143
57953,0.11812077789462219,1716424505
57976,0.11808552921456104,1716424736
58028,0.11834862709566454,1716425357
58050,0.11832852776825031,1716425688
58078,0.11837757065280911,1716425802
58109,0.11899327400815095,1716425968
58123,0.12027272870003142,1716426048
58142,0.12230507124163238,1716426113
58194,0.12228180940804921,1716426515
58209,0.12216948258347511,1716426578
58237,0.12203500748873218,1716426803
58240,0.12184797070761562,1716426846
58252,0.12176494358393133,1716426946
58263,0.12157602378870247,1716426976
58284,0.12183527517129276,1716427120
58311,0.12183299083493046,1716427412
58329,0.12170986464674585,1716427662
58344,0.12170662123906797,1716427815
58353,0.12169685410386671,1716427855
58372,0.12121193511669938,1716427956
58389,0.1212614670952137,1716428114
58416,0.12102949902824774,1716428722
58417,0.12079819594286813,1716428730
58441,0.12099507019987234,1716429140
58463,0.12152085190782197,1716429336
58495,0.12150954400760008,1716429633
58501,0.12159827927589037,1716429745
58524,0.1217633326668669,1716429887
58538,0.12032540020153631,1716429969
58549,0.120120150855581,1716430036
58552,0.11991542622916057,1716430067
58561,0.11684005658406972,1716430137
58571,0.10323352929987259,1716430302
58592,0.09767339520878134,1716430587
58597,0.09219791717056525,1716430694
58606,0.09219701792538859,1716430736
58619,0.0922939900771277,1716430821
58685,0.09250926355075278,1716431231
58718,0.09263904798818898,1716431494
58722,0.09308830342645051,1716431517
58725,0.09307517190903038,1716431554
58745,0.09325660326866674,1716431698
58769,0.09543838907934415,1716431802
58779,0.09641241259184387,1716431864
58781,0.09685124947494567,1716431943
58783,0.09930919430316906,1716431983
58788,0.09948553179927107,1716432063
58862,0.10009129601904548,1716433103
58890,0.10032275779268508,1716433386
58944,0.10149877191670709,1716433935
58969,0.10072902661792459,1716434086
58977,0.10097490699280348,1716434164
59030,0.10096980660620768,1716434666
59051,0.10095100594405468,1716434886
59082,0.1020911112375303,1716435147
59096,0.1105741030193761,1716435255
59110,0.11176148349902383,1716435430
59116,0.1116839457779387,1716435526
59125,0.11156003880523484,1716435602
59134,0.1115602928531976,1716435621
59137,0.11152003063645605,1716435643
59143,0.11166822913832458,1716435662
59147,0.11159879977999301,1716435726
59155,0.11157488842632755,1716435777
59161,0.11156582040919598,1716435873
59165,0.11155959877454692,1716435915
59219,0.11151314115055047,1716437441
59221,0.1113095548216758,1716437468
59236,0.11127901959879129,1716437586
59316,0.11113151466969129,1716439730
59336,0.11113150309268968,1716440115
59378,0.11110249612353257,1716441056
59381,0.11110428001716688,1716441065
59431,0.11109730058519204,1716442403
59442,0.11108982573204247,1716442756
59443,0.1110823516332526,1716442772
59446,0.11110256538436195,1716442802
59553,0.11109942348490075,1716445020
59580,0.11108571072761238,1716445873
59610,0.11109671654465869,1716446532
59642,0.11163465987508862,1716447171
59643,0.1118502009968935,1716447218
59649,0.11204365756525043,1716447265
59652,0.11513334583570614,1716447353
59663,0.11593504511665621,1716447550
59673,0.11877161735879033,1716447647
