,px,timestamp
37816,2949.3199999999997,1715879570
62175,2949.3199999999997,1716508787
62196,3757.626639515012,1716509942
62209,3762.3907296794905,1716510553
62232,3837.026452865169,1716511379
62273,3832.012896740313,1716512273
62327,3851.671301325528,1716513599
62435,3850.9478164043476,1716514894
62451,3841.290450720537,1716515024
62489,3831.6996003226914,1716515329
62511,3822.14462447461,1716515802
62512,3817.380533620919,1716515835
62523,3805.5092030205747,1716515954
62625,3804.260666673173,1716517248
62629,3804.32290135879,1716517332
62635,3802.4295139328437,1716517379
62688,3803.6740047679655,1716518822
62715,3811.5165833464043,1716519706
62717,3807.9575726176613,1716519733
62763,3808.024839440173,1716521208
62826,3824.867751425091,1716523069
62877,3824.983441544628,1716524166
62902,3827.8762631540885,1716524556
62919,3829.221594138144,1716524892
62934,3829.2316868258313,1716525697
62938,3829.241847668995,1716525736
62953,3829.749907015244,1716526040
62978,3832.430448075559,1716526393
62991,3832.1463714370216,1716526652
63003,3832.168065422044,1716526914
63019,3832.4512906165787,1716527529
63026,3832.138936634577,1716527742
63130,3825.5038161361485,1716529157
63180,3825.374644085653,1716530710
63192,3825.5739710313164,1716531077
63213,3821.5197508068422,1716531633
63275,3821.5404562849835,1716532589
63329,3821.500893127392,1716533733
63392,3821.7079499220945,1716535362
63480,3821.654140640779,1716537150
63521,3691.8120150381615,1716538231
63567,3691.9333247211434,1716539269
63569,3695.089026168193,1716539300
63601,3696.652295289489,1716540037
63726,3696.6465436585167,1716544751
63732,3698.645660843791,1716544832
63734,3698.3521122277357,1716544850
63799,3696.3821621450975,1716546269
63808,3694.4137856024804,1716546329
63839,3698.647009934962,1716546676
63851,3703.0944900268964,1716547058
64019,3709.4085365495926,1716553912
64021,3712.4935447628886,1716554075
64025,3719.39704500966,1716554196
64027,3726.702076199325,1716554272
64028,3746.7064408305832,1716554352
64041,3746.243676524518,1716554922
64050,3748.067186162967,1716555052
64093,3747.531039609277,1716556137
64110,3747.730170966573,1716556384
64154,3742.5512227984273,1716558112
64155,3740.4841980787937,1716558165
64220,3741.0626167667147,1716559187
64233,3742.8764233281554,1716560002
64248,3742.745369903991,1716560426
64264,3690.1997718658404,1716560887
64269,3692.436458252426,1716561081
64271,3692.425790880194,1716561325
64296,3691.363143029071,1716562449
64298,3692.5624569417073,1716562476
64301,3694.9616691528267,1716562519
64314,3696.097977030836,1716562685
64320,3698.3467040726377,1716562818
64328,3700.5483259298276,1716562960
64407,3700.525354728298,1716564605
64428,3699.942897176012,1716564960
64440,3699.6517199673963,1716565692
64444,3699.3605771299185,1716565850
64454,3702.0335084479016,1716566085
64461,3693.9906279660404,1716566336
64462,3691.582874485777,1716566356
64474,3691.5883826789336,1716566571
64481,3693.4991137924058,1716566665
64514,3693.5058266286705,1716567155
64597,3694.707283038107,1716571833
64603,3695.908470624686,1716571892
64625,3695.9199341559374,1716572593
64643,3692.6763175483547,1716573150
64662,3691.473091390607,1716573683
64663,3690.6166036802156,1716573707
64685,3689.1004485604685,1716574049
64699,3687.0803613026947,1716574352
64748,3717.3562454554713,1716574947
64758,3721.9236951057114,1716575089
64844,3721.934783734288,1716576434
64928,3722.1865652356782,1716577168
64939,3688.422927249545,1716577242
64997,3688.010023769559,1716577884
65077,3684.3361289479058,1716581135
65080,3682.0254815669373,1716581256
65087,3681.708336500917,1716581537
65166,3673.7574700814807,1716583969
65191,3673.1528751786896,1716584981
65215,3673.169617848994,1716585581
65230,3666.145077791254,1716585990
65244,3642.5601354810856,1716586571
65275,3642.5837470715064,1716587400
65312,3642.642226821241,1716588060
65333,3641.897291868749,1716588360
65372,3635.0317461875825,1716590240
65477,3635.082652142469,1716594264
65502,3635.082652142469,1716595026
