,px,timestamp
66840,1.0,1716663475
66845,0.14211940878229828,1716663616
66883,0.14211596439035046,1716665182
66942,0.14211566077762927,1716668448
66944,0.14211529747855658,1716668540
66965,0.14208987620403615,1716670182
66979,0.1420870987517553,1716671088
66987,0.14206998064376927,1716671278
67045,0.14205897961500605,1716676772
67091,0.14205505259306392,1716679934
67107,0.14205481341448198,1716680701
67156,0.14205689570238106,1716685518
67159,0.14203887968451878,1716685698
67205,0.14203662765053146,1716689123
67209,0.14203257000416028,1716689214
67234,0.14202456541216077,1716690463
67235,0.1420144588450542,1716690514
67250,0.1419453154191168,1716692087
67349,0.14193033124220256,1716697819
67407,0.1419250835319361,1716701808
67434,0.14191084066416945,1716704817
67472,0.14190031112547016,1716706855
67526,0.14188133072140896,1716710411
67560,0.14188137174722065,1716712186
67566,0.1418817583360528,1716712297
67571,0.14188372907628433,1716712391
67688,0.14187616228072472,1716716522
67737,0.14187129156549677,1716719572
67766,0.14186789143438605,1716720387
67795,0.141867228175717,1716721467
67903,0.14186094248960168,1716727032
67961,0.141875179344482,1716730534
67970,0.14187154958571033,1716730999
68037,0.14186220781200207,1716734442
68133,0.14183716592692908,1716737401
68138,0.1418112523633255,1716737428
68177,0.14181196960865525,1716739419
68226,0.14179998797598725,1716741845
68263,0.14179772308885594,1716743170
68290,0.14179743055007699,1716744242
68300,0.1417926717386479,1716744328
68322,0.14177205712382956,1716745363
68349,0.1417720022806862,1716746838
68383,0.14175796943126373,1716747641
68393,0.14175559806080357,1716747850
68409,0.1417556203594443,1716748155
68434,0.1417556203594443,1716749949
